Código Comuna hasta 1999;Código Comuna desde 2000;Código Comuna desde 2008;Código Comuna desde 2010;Nombre Comuna;Código Comuna desde 2000;Código Comuna desde 2008;Código Comuna desde 2010;Provincia desde 2000;Código Comuna desde 2010;Código Provincia desde 2000;Provincia desde 2008;Código Provincia desde 2008;Provincia desde 2010;Código Provincia desde 2010;Nombre Región desde 2000;Código Región desde 2000;Nombre Región desde 2008;Código Región desde 2008;Nombre Servicio de Salud hasta 2007;Código Servicio Salud hasta 2007;Nombre Servicio de Salud desde 2008;Código Servicio Salud desde 2008
380;7301;7301;7301;Curicó;07301;07301;07301;Curico;7301;073;Curico;073;Curico;073;Del Maule;07;Del Maule;07;Del Maule;16;Del Maule;16
385;7302;7302;7302;Hualañé;07302;07302;07302;Curico;7302;073;Curico;073;Curico;073;Del Maule;07;Del Maule;07;Del Maule;16;Del Maule;16
386;7303;7303;7303;Licantén;07303;07303;07303;Curico;7303;073;Curico;073;Curico;073;Del Maule;07;Del Maule;07;Del Maule;16;Del Maule;16
383;7304;7304;7304;Molina;07304;07304;07304;Curico;7304;073;Curico;073;Curico;073;Del Maule;07;Del Maule;07;Del Maule;16;Del Maule;16
388;7305;7305;7305;Rauco;07305;07305;07305;Curico;7305;073;Curico;073;Curico;073;Del Maule;07;Del Maule;07;Del Maule;16;Del Maule;16
382;7306;7306;7306;Romeral;07306;07306;07306;Curico;7306;073;Curico;073;Curico;073;Del Maule;07;Del Maule;07;Del Maule;16;Del Maule;16
384;7307;7307;7307;Sagrada Familia;07307;07307;07307;Curico;7307;073;Curico;073;Curico;073;Del Maule;07;Del Maule;07;Del Maule;16;Del Maule;16
381;7308;7308;7308;Teno;07308;07308;07308;Curico;7308;073;Curico;073;Curico;073;Del Maule;07;Del Maule;07;Del Maule;16;Del Maule;16
387;7309;7309;7309;Vichuquén;07309;07309;07309;Curico;7309;073;Curico;073;Curico;073;Del Maule;07;Del Maule;07;Del Maule;16;Del Maule;16
400;7401;7401;7401;Linares;07401;07401;07401;Linares  ;7401;074;Linares  ;074;Linares  ;074;Del Maule;07;Del Maule;07;Del Maule;16;Del Maule;16
402;7402;7402;7402;Colbún;07402;07402;07402;Linares  ;7402;074;Linares  ;074;Linares  ;074;Del Maule;07;Del Maule;07;Del Maule;16;Del Maule;16
403;7403;7403;7403;Longaví;07403;07403;07403;Linares  ;7403;074;Linares  ;074;Linares  ;074;Del Maule;07;Del Maule;07;Del Maule;16;Del Maule;16
404;7404;7404;7404;Parral;07404;07404;07404;Linares  ;7404;074;Linares  ;074;Linares  ;074;Del Maule;07;Del Maule;07;Del Maule;16;Del Maule;16
405;7405;7405;7405;Retiro;07405;07405;07405;Linares  ;7405;074;Linares  ;074;Linares  ;074;Del Maule;07;Del Maule;07;Del Maule;16;Del Maule;16
407;7406;7406;7406;San Javier;07406;07406;07406;Linares  ;7406;074;Linares  ;074;Linares  ;074;Del Maule;07;Del Maule;07;Del Maule;16;Del Maule;16
406;7407;7407;7407;Villa Alegre;07407;07407;07407;Linares  ;7407;074;Linares  ;074;Linares  ;074;Del Maule;07;Del Maule;07;Del Maule;16;Del Maule;16
401;7408;7408;7408;Yerbas Buenas;07408;07408;07408;Linares  ;7408;074;Linares  ;074;Linares  ;074;Del Maule;07;Del Maule;07;Del Maule;16;Del Maule;16
455;8101;8101;8101;Concepción;08101;08101;08101;Concepción  ;8101;081;Concepción  ;081;Concepción  ;081;Del Bíobío;08;Del Bíobío;08;Concepción;18;Concepción;18
463;8102;8102;8102;Coronel;08102;08102;08102;Concepción  ;8102;081;Concepción  ;081;Concepción  ;081;Del Bíobío;08;Del Bíobío;08;Concepción;18;Concepción;18
474;8103;8103;8103;Chiguayante;08103;08103;08103;Concepción  ;8103;081;Concepción  ;081;Concepción  ;081;Del Bíobío;08;Del Bíobío;08;Concepción;18;Concepción;18
459;8104;8104;8104;Florida;08104;08104;08104;Concepción  ;8104;081;Concepción  ;081;Concepción  ;081;Del Bíobío;08;Del Bíobío;08;Concepción;18;Concepción;18
460;8105;8105;8105;Hualqui;08105;08105;08105;Concepción  ;8105;081;Concepción  ;081;Concepción  ;081;Del Bíobío;08;Del Bíobío;08;Concepción;18;Concepción;18
462;8106;8106;8106;Lota;08106;08106;08106;Concepción  ;8106;081;Concepción  ;081;Concepción  ;081;Del Bíobío;08;Del Bíobío;08;Concepción;18;Concepción;18
457;8107;8107;8107;Penco;08107;08107;08107;Concepción  ;8107;081;Concepción  ;081;Concepción  ;081;Del Bíobío;08;Del Bíobío;08;Talcahuano;19;Talcahuano;19
464;8108;8108;8108;San Pedro de la Paz;08108;08108;08108;Concepción  ;8108;081;Concepción  ;081;Concepción  ;081;Del Bíobío;08;Del Bíobío;08;Concepción;18;Concepción;18
461;8109;8109;8109;Santa Juana;08109;08109;08109;Concepción  ;8109;081;Concepción  ;081;Concepción  ;081;Del Bíobío;08;Del Bíobío;08;Concepción;18;Concepción;18
456;8110;8110;8110;Talcahuano;08110;08110;08110;Concepción  ;8110;081;Concepción  ;081;Concepción  ;081;Del Bíobío;08;Del Bíobío;08;Talcahuano;19;Talcahuano;19
458;8111;8111;8111;Tomé;08111;08111;08111;Concepción  ;8111;081;Concepción  ;081;Concepción  ;081;Del Bíobío;08;Del Bíobío;08;Talcahuano;19;Talcahuano;19
456;8112;8112;8112;Hualpén;08112;08112;08112;Concepción  ;8112;081;Concepción  ;081;Concepción  ;081;Del Bíobío;08;Del Bíobío;08;Talcahuano;19;Talcahuano;19
465;8201;8201;8201;Lebu;08201;08201;08201;Arauco;8201;082;Arauco;082;Arauco;082;Del Bíobío;08;Del Bíobío;08;Arauco;28;Arauco;28
466;8202;8202;8202;Arauco;08202;08202;08202;Arauco;8202;082;Arauco;082;Arauco;082;Del Bíobío;08;Del Bíobío;08;Arauco;28;Arauco;28
469;8203;8203;8203;Cañete;08203;08203;08203;Arauco;8203;082;Arauco;082;Arauco;082;Del Bíobío;08;Del Bíobío;08;Arauco;28;Arauco;28
470;8204;8204;8204;Contulmo;08204;08204;08204;Arauco;8204;082;Arauco;082;Arauco;082;Del Bíobío;08;Del Bíobío;08;Arauco;28;Arauco;28
467;8205;8205;8205;Curanilahue;08205;08205;08205;Arauco;8205;082;Arauco;082;Arauco;082;Del Bíobío;08;Del Bíobío;08;Arauco;28;Arauco;28
468;8206;8206;8206;Los Álamos;08206;08206;08206;Arauco;8206;082;Arauco;082;Arauco;082;Del Bíobío;08;Del Bíobío;08;Arauco;28;Arauco;28
471;8207;8207;8207;Tirúa;08207;08207;08207;Arauco;8207;082;Arauco;082;Arauco;082;Del Bíobío;08;Del Bíobío;08;Arauco;28;Arauco;28
440;8301;8301;8301;Los Ángeles;08301;08301;08301;Bío- Bío;8301;083;Bío- Bío;083;Bío- Bío;083;Del Bíobío;08;Del Bíobío;08;Bíobío;20;Bíobío;20
443;8302;8302;8302;Antuco;08302;08302;08302;Bío- Bío;8302;083;Bío- Bío;083;Bío- Bío;083;Del Bíobío;08;Del Bíobío;08;Bíobío;20;Bíobío;20
441;8303;8303;8303;Cabrero;08303;08303;08303;Bío- Bío;8303;083;Bío- Bío;083;Bío- Bío;083;Del Bíobío;08;Del Bíobío;08;Bíobío;20;Bíobío;20
450;8304;8304;8304;Laja;08304;08304;08304;Bío- Bío;8304;083;Bío- Bío;083;Bío- Bío;083;Del Bíobío;08;Del Bíobío;08;Bíobío;20;Bíobío;20
447;8305;8305;8305;Mulchén;08305;08305;08305;Bío- Bío;8305;083;Bío- Bío;083;Bío- Bío;083;Del Bíobío;08;Del Bíobío;08;Bíobío;20;Bíobío;20
449;8306;8306;8306;Nacimiento;08306;08306;08306;Bío- Bío;8306;083;Bío- Bío;083;Bío- Bío;083;Del Bíobío;08;Del Bíobío;08;Bíobío;20;Bíobío;20
448;8307;8307;8307;Negrete;08307;08307;08307;Bío- Bío;8307;083;Bío- Bío;083;Bío- Bío;083;Del Bíobío;08;Del Bíobío;08;Bíobío;20;Bíobío;20
446;8308;8308;8308;Quilaco;08308;08308;08308;Bío- Bío;8308;083;Bío- Bío;083;Bío- Bío;083;Del Bíobío;08;Del Bíobío;08;Bíobío;20;Bíobío;20
444;8309;8309;8309;Quilleco;08309;08309;08309;Bío- Bío;8309;083;Bío- Bío;083;Bío- Bío;083;Del Bíobío;08;Del Bíobío;08;Bíobío;20;Bíobío;20
451;8310;8310;8310;San Rosendo;08310;08310;08310;Bío- Bío;8310;083;Bío- Bío;083;Bío- Bío;083;Del Bíobío;08;Del Bíobío;08;Bíobío;20;Bíobío;20
445;8311;8311;8311;Santa Bárbara;08311;08311;08311;Bío- Bío;8311;083;Bío- Bío;083;Bío- Bío;083;Del Bíobío;08;Del Bíobío;08;Bíobío;20;Bíobío;20
442;8312;8312;8312;Tucapel;08312;08312;08312;Bío- Bío;8312;083;Bío- Bío;083;Bío- Bío;083;Del Bíobío;08;Del Bíobío;08;Bíobío;20;Bíobío;20
452;8313;8313;8313;Yumbel;08313;08313;08313;Bío- Bío;8313;083;Bío- Bío;083;Bío- Bío;083;Del Bíobío;08;Del Bíobío;08;Bíobío;20;Bíobío;20
445;8314;8314;8314;Alto Biobío;08314;08314;08314;Bío- Bío;8314;083;Bío- Bío;083;Bío- Bío;083;Del Bíobío;08;Del Bíobío;08;Bíobío;20;Bíobío;20
415;8401;8401;8401;Chillán;08401;08401;08401;Ñuble;8401;084;Ñuble;084;Ñuble;084;Del Bíobío;08;Del Bíobío;08;Ñuble;17;Ñuble;17
425;8402;8402;8402;Bulnes;08402;08402;08402;Ñuble;8402;084;Ñuble;084;Ñuble;084;Del Bíobío;08;Del Bíobío;08;Ñuble;17;Ñuble;17
431;8403;8403;8403;Cobquecura;08403;08403;08403;Ñuble;8403;084;Ñuble;084;Ñuble;084;Del Bíobío;08;Del Bíobío;08;Ñuble;17;Ñuble;17
429;8404;8404;8404;Coelemu;08404;08404;08404;Ñuble;8404;084;Ñuble;084;Ñuble;084;Del Bíobío;08;Del Bíobío;08;Ñuble;17;Ñuble;17
419;8405;8405;8405;Coihueco;08405;08405;08405;Ñuble;8405;084;Ñuble;084;Ñuble;084;Del Bíobío;08;Del Bíobío;08;Ñuble;17;Ñuble;17
435;8406;8406;8406;Chillán Viejo;08406;08406;08406;Ñuble;8406;084;Ñuble;084;Ñuble;084;Del Bíobío;08;Del Bíobío;08;Ñuble;17;Ñuble;17
422;8407;8407;8407;El Carmen;08407;08407;08407;Ñuble;8407;084;Ñuble;084;Ñuble;084;Del Bíobío;08;Del Bíobío;08;Ñuble;17;Ñuble;17
433;8408;8408;8408;Ninhue;08408;08408;08408;Ñuble;8408;084;Ñuble;084;Ñuble;084;Del Bíobío;08;Del Bíobío;08;Ñuble;17;Ñuble;17
417;8409;8409;8409;Ñiquén;08409;08409;08409;Ñuble;8409;084;Ñuble;084;Ñuble;084;Del Bíobío;08;Del Bíobío;08;Ñuble;17;Ñuble;17
424;8410;8410;8410;Pemuco;08410;08410;08410;Ñuble;8410;084;Ñuble;084;Ñuble;084;Del Bíobío;08;Del Bíobío;08;Ñuble;17;Ñuble;17
420;8411;8411;8411;Pinto;08411;08411;08411;Ñuble;8411;084;Ñuble;084;Ñuble;084;Del Bíobío;08;Del Bíobío;08;Ñuble;17;Ñuble;17
428;8412;8412;8412;Portezuelo;08412;08412;08412;Ñuble;8412;084;Ñuble;084;Ñuble;084;Del Bíobío;08;Del Bíobío;08;Ñuble;17;Ñuble;17
426;8413;8413;8413;Quillón;08413;08413;08413;Ñuble;8413;084;Ñuble;084;Ñuble;084;Del Bíobío;08;Del Bíobío;08;Ñuble;17;Ñuble;17
432;8414;8414;8414;Quirihue;08414;08414;08414;Ñuble;8414;084;Ñuble;084;Ñuble;084;Del Bíobío;08;Del Bíobío;08;Ñuble;17;Ñuble;17
427;8415;8415;8415;Ránquil;08415;08415;08415;Ñuble;8415;084;Ñuble;084;Ñuble;084;Del Bíobío;08;Del Bíobío;08;Ñuble;17;Ñuble;17
416;8416;8416;8416;San Carlos;08416;08416;08416;Ñuble;8416;084;Ñuble;084;Ñuble;084;Del Bíobío;08;Del Bíobío;08;Ñuble;17;Ñuble;17
418;8417;8417;8417;San Fabián;08417;08417;08417;Ñuble;8417;084;Ñuble;084;Ñuble;084;Del Bíobío;08;Del Bíobío;08;Ñuble;17;Ñuble;17
421;8418;8418;8418;San Ignacio;08418;08418;08418;Ñuble;8418;084;Ñuble;084;Ñuble;084;Del Bíobío;08;Del Bíobío;08;Ñuble;17;Ñuble;17
434;8419;8419;8419;San Nicolás;08419;08419;08419;Ñuble;8419;084;Ñuble;084;Ñuble;084;Del Bíobío;08;Del Bíobío;08;Ñuble;17;Ñuble;17
430;8420;8420;8420;Treguaco;08420;08420;08420;Ñuble;8420;084;Ñuble;084;Ñuble;084;Del Bíobío;08;Del Bíobío;08;Ñuble;17;Ñuble;17
423;8421;8421;8421;Yungay;08421;08421;08421;Ñuble;8421;084;Ñuble;084;Ñuble;084;Del Bíobío;08;Del Bíobío;08;Ñuble;17;Ñuble;17
490;9101;9101;9101;Temuco;09101;09101;09101;Cautín;9101;091;Cautín;091;Cautín;091;De La Araucanía;09;De La Araucanía;09;Araucanía Sur;21;Araucanía Sur;21
506;9102;9102;9102;Carahue;09102;09102;09102;Cautín;9102;091;Cautín;091;Cautín;091;De La Araucanía;09;De La Araucanía;09;Araucanía Sur;21;Araucanía Sur;21
494;9103;9103;9103;Cunco;09103;09103;09103;Cautín;9103;091;Cautín;091;Cautín;091;De La Araucanía;09;De La Araucanía;09;Araucanía Sur;21;Araucanía Sur;21
496;9104;9104;9104;Curarrehue;09104;09104;09104;Cautín;9104;091;Cautín;091;Cautín;091;De La Araucanía;09;De La Araucanía;09;Araucanía Sur;21;Araucanía Sur;21
499;9105;9105;9105;Freire;09105;09105;09105;Cautín;9105;091;Cautín;091;Cautín;091;De La Araucanía;09;De La Araucanía;09;Araucanía Sur;21;Araucanía Sur;21
508;9106;9106;9106;Galvarino;09106;09106;09106;Cautín;9106;091;Cautín;091;Cautín;091;De La Araucanía;09;De La Araucanía;09;Araucanía Sur;21;Araucanía Sur;21
501;9107;9107;9107;Gorbea;09107;09107;09107;Cautín;9107;091;Cautín;091;Cautín;091;De La Araucanía;09;De La Araucanía;09;Araucanía Sur;21;Araucanía Sur;21
491;9108;9108;9108;Lautaro;09108;09108;09108;Cautín;9108;091;Cautín;091;Cautín;091;De La Araucanía;09;De La Araucanía;09;Araucanía Sur;21;Araucanía Sur;21
502;9109;9109;9109;Loncoche;09109;09109;09109;Cautín;9109;091;Cautín;091;Cautín;091;De La Araucanía;09;De La Araucanía;09;Araucanía Sur;21;Araucanía Sur;21
495;9110;9110;9110;Melipeuco;09110;09110;09110;Cautín;9110;091;Cautín;091;Cautín;091;De La Araucanía;09;De La Araucanía;09;Araucanía Sur;21;Araucanía Sur;21
507;9111;9111;9111;Nueva Imperial;09111;09111;09111;Cautín;9111;091;Cautín;091;Cautín;091;De La Araucanía;09;De La Araucanía;09;Araucanía Sur;21;Araucanía Sur;21
509;9112;9112;9112;Padre Las Casas;09112;09112;09112;Cautín;9112;091;Cautín;091;Cautín;091;De La Araucanía;09;De La Araucanía;09;Araucanía Sur;21;Araucanía Sur;21
492;9113;9113;9113;Perquenco;09113;09113;09113;Cautín;9113;091;Cautín;091;Cautín;091;De La Araucanía;09;De La Araucanía;09;Araucanía Sur;21;Araucanía Sur;21
500;9114;9114;9114;Pitrufquén;09114;09114;09114;Cautín;9114;091;Cautín;091;Cautín;091;De La Araucanía;09;De La Araucanía;09;Araucanía Sur;21;Araucanía Sur;21
497;9115;9115;9115;Pucón;09115;09115;09115;Cautín;9115;091;Cautín;091;Cautín;091;De La Araucanía;09;De La Araucanía;09;Araucanía Sur;21;Araucanía Sur;21
505;9116;9116;9116;Saavedra;09116;09116;09116;Cautín;9116;091;Cautín;091;Cautín;091;De La Araucanía;09;De La Araucanía;09;Araucanía Sur;21;Araucanía Sur;21
504;9117;9117;9117;Teodoro Schmidt;09117;09117;09117;Cautín;9117;091;Cautín;091;Cautín;091;De La Araucanía;09;De La Araucanía;09;Araucanía Sur;21;Araucanía Sur;21
503;9118;9118;9118;Toltén;09118;09118;09118;Cautín;9118;091;Cautín;091;Cautín;091;De La Araucanía;09;De La Araucanía;09;Araucanía Sur;21;Araucanía Sur;21
493;9119;9119;9119;Vilcún;09119;09119;09119;Cautín;9119;091;Cautín;091;Cautín;091;De La Araucanía;09;De La Araucanía;09;Araucanía Sur;21;Araucanía Sur;21
498;9120;9120;9120;Villarrica;09120;09120;09120;Cautín;9120;091;Cautín;091;Cautín;091;De La Araucanía;09;De La Araucanía;09;Araucanía Sur;21;Araucanía Sur;21
507;9121;9121;9121;Cholchol;09121;09121;09121;Cautín;9121;091;Cautín;091;Cautín;091;De La Araucanía;09;De La Araucanía;09;Araucanía Sur;21;Araucanía Sur;21
475;9201;9201;9201;Angol;09201;09201;09201;Malleco;9201;092;Malleco;092;Malleco;092;De La Araucanía;09;De La Araucanía;09;Araucanía Norte;29;Araucanía Norte;29
477;9202;9202;9202;Collipulli;09202;09202;09202;Malleco;9202;092;Malleco;092;Malleco;092;De La Araucanía;09;De La Araucanía;09;Araucanía Norte;29;Araucanía Norte;29
479;9203;9203;9203;Curacautín;09203;09203;09203;Malleco;9203;092;Malleco;092;Malleco;092;De La Araucanía;09;De La Araucanía;09;Araucanía Norte;29;Araucanía Norte;29
480;9204;9204;9204;Ercilla;09204;09204;09204;Malleco;9204;092;Malleco;092;Malleco;092;De La Araucanía;09;De La Araucanía;09;Araucanía Norte;29;Araucanía Norte;29
478;9205;9205;9205;Lonquimay;09205;09205;09205;Malleco;9205;092;Malleco;092;Malleco;092;De La Araucanía;09;De La Araucanía;09;Araucanía Norte;29;Araucanía Norte;29
485;9206;9206;9206;Los Sauces;09206;09206;09206;Malleco;9206;092;Malleco;092;Malleco;092;De La Araucanía;09;De La Araucanía;09;Araucanía Norte;29;Araucanía Norte;29
483;9207;9207;9207;Lumaco;09207;09207;09207;Malleco;9207;092;Malleco;092;Malleco;092;De La Araucanía;09;De La Araucanía;09;Araucanía Norte;29;Araucanía Norte;29
484;9208;9208;9208;Purén;09208;09208;09208;Malleco;9208;092;Malleco;092;Malleco;092;De La Araucanía;09;De La Araucanía;09;Araucanía Norte;29;Araucanía Norte;29
476;9209;9209;9209;Renaico;09209;09209;09209;Malleco;9209;092;Malleco;092;Malleco;092;De La Araucanía;09;De La Araucanía;09;Araucanía Norte;29;Araucanía Norte;29
482;9210;9210;9210;Traiguén;09210;09210;09210;Malleco;9210;092;Malleco;092;Malleco;092;De La Araucanía;09;De La Araucanía;09;Araucanía Norte;29;Araucanía Norte;29
481;9211;9211;9211;Victoria;09211;09211;09211;Malleco;9211;092;Malleco;092;Malleco;092;De La Araucanía;09;De La Araucanía;09;Araucanía Norte;29;Araucanía Norte;29
510;10501;14101;14101;Valdivia;10501;14101;14101;Valdivia  ;14101;105;Valdivia  ;141;Valdivia  ;141;De Los Lagos;10;De Los Ríos;14;Valdivia;22;Valdivia;22
515;10502;14102;14102;Corral;10502;14102;14102;Valdivia  ;14102;105;Valdivia  ;141;Valdivia  ;141;De Los Lagos;10;De Los Ríos;14;Valdivia;22;Valdivia;22
514;10503;14202;14202;Futrono;10503;14202;14202;Valdivia  ;14202;105;Ranco;142;Ranco;142;De Los Lagos;10;De Los Ríos;14;Valdivia;22;Valdivia;22
518;10504;14201;14201;La Unión;10504;14201;14201;Valdivia  ;14201;105;Ranco;142;Ranco;142;De Los Lagos;10;De Los Ríos;14;Valdivia;22;Valdivia;22
521;10505;14203;14203;Lago Ranco;10505;14203;14203;Valdivia  ;14203;105;Ranco;142;Ranco;142;De Los Lagos;10;De Los Ríos;14;Valdivia;22;Valdivia;22
512;10506;14103;14103;Lanco;10506;14103;14103;Valdivia  ;14103;105;Valdivia  ;141;Valdivia  ;141;De Los Lagos;10;De Los Ríos;14;Valdivia;22;Valdivia;22
513;10507;14104;14104;Los Lagos;10507;14104;14104;Valdivia  ;14104;105;Valdivia  ;141;Valdivia  ;141;De Los Lagos;10;De Los Ríos;14;Valdivia;22;Valdivia;22
516;10508;14105;14105;Máfil;10508;14105;14105;Valdivia  ;14105;105;Valdivia  ;141;Valdivia  ;141;De Los Lagos;10;De Los Ríos;14;Valdivia;22;Valdivia;22
511;10509;14106;14106;Mariquina;10509;14106;14106;Valdivia  ;14106;105;Valdivia  ;141;Valdivia  ;141;De Los Lagos;10;De Los Ríos;14;Valdivia;22;Valdivia;22
519;10510;14107;14107;Paillaco;10510;14107;14107;Valdivia  ;14107;105;Valdivia  ;141;Valdivia  ;141;De Los Lagos;10;De Los Ríos;14;Valdivia;22;Valdivia;22
517;10511;14108;14108;Panguipulli;10511;14108;14108;Valdivia  ;14108;105;Valdivia  ;141;Valdivia  ;141;De Los Lagos;10;De Los Ríos;14;Valdivia;22;Valdivia;22
520;10512;14204;14204;Río Bueno;10512;14204;14204;Valdivia  ;14204;105;Ranco;142;Ranco;142;De Los Lagos;10;De Los Ríos;14;Valdivia;22;Valdivia;22
535;10101;10101;10101;Puerto Montt;10101;10101;10101;Llanquihue;10101;101;Llanquihue;101;Llanquihue;101;De Los Lagos;10;De Los Lagos;10; Llanquihue, Chiloé y Palena;24;Del Reloncaví;24
538;10102;10102;10102;Calbuco;10102;10102;10102;Llanquihue;10102;101;Llanquihue;101;Llanquihue;101;De Los Lagos;10;De Los Lagos;10; Llanquihue, Chiloé y Palena;24;Del Reloncaví;24
537;10103;10103;10103;Cochamó;10103;10103;10103;Llanquihue;10103;101;Llanquihue;101;Llanquihue;101;De Los Lagos;10;De Los Lagos;10; Llanquihue, Chiloé y Palena;24;Del Reloncaví;24
541;10104;10104;10104;Fresia;10104;10104;10104;Llanquihue;10104;101;Llanquihue;101;Llanquihue;101;De Los Lagos;10;De Los Lagos;10; Llanquihue, Chiloé y Palena;24;Del Reloncaví;24
543;10105;10105;10105;Frutillar;10105;10105;10105;Llanquihue;10105;101;Llanquihue;101;Llanquihue;101;De Los Lagos;10;De Los Lagos;10; Llanquihue, Chiloé y Palena;24;Del Reloncaví;24
540;10106;10106;10106;Los Muermos;10106;10106;10106;Llanquihue;10106;101;Llanquihue;101;Llanquihue;101;De Los Lagos;10;De Los Lagos;10; Llanquihue, Chiloé y Palena;24;Del Reloncaví;24
542;10107;10107;10107;Llanquihue;10107;10107;10107;Llanquihue;10107;101;Llanquihue;101;Llanquihue;101;De Los Lagos;10;De Los Lagos;10; Llanquihue, Chiloé y Palena;24;Del Reloncaví;24
539;10108;10108;10108;Maullín;10108;10108;10108;Llanquihue;10108;101;Llanquihue;101;Llanquihue;101;De Los Lagos;10;De Los Lagos;10; Llanquihue, Chiloé y Palena;24;Del Reloncaví;24
536;10109;10109;10109;Puerto Varas;10109;10109;10109;Llanquihue;10109;101;Llanquihue;101;Llanquihue;101;De Los Lagos;10;De Los Lagos;10; Llanquihue, Chiloé y Palena;24;Del Reloncaví;24
545;10201;10201;10201;Castro;10201;10201;10201;Chiloe;10201;102;Chiloe;102;Chiloe;102;De Los Lagos;10;De Los Lagos;10; Llanquihue, Chiloé y Palena;24;Chiloé;33
546;10202;10202;10202;Ancud;10202;10202;10202;Chiloe;10202;102;Chiloe;102;Chiloe;102;De Los Lagos;10;De Los Lagos;10; Llanquihue, Chiloé y Palena;24;Chiloé;33
552;10203;10203;10203;Chonchi;10203;10203;10203;Chiloe;10203;102;Chiloe;102;Chiloe;102;De Los Lagos;10;De Los Lagos;10; Llanquihue, Chiloé y Palena;24;Chiloé;33
549;10204;10204;10204;Curaco de Vélez;10204;10204;10204;Chiloe;10204;102;Chiloe;102;Chiloe;102;De Los Lagos;10;De Los Lagos;10; Llanquihue, Chiloé y Palena;24;Chiloé;33
548;10205;10205;10205;Dalcahue;10205;10205;10205;Chiloe;10205;102;Chiloe;102;Chiloe;102;De Los Lagos;10;De Los Lagos;10; Llanquihue, Chiloé y Palena;24;Chiloé;33
551;10206;10206;10206;Puqueldón;10206;10206;10206;Chiloe;10206;102;Chiloe;102;Chiloe;102;De Los Lagos;10;De Los Lagos;10; Llanquihue, Chiloé y Palena;24;Chiloé;33
553;10207;10207;10207;Queilén;10207;10207;10207;Chiloe;10207;102;Chiloe;102;Chiloe;102;De Los Lagos;10;De Los Lagos;10; Llanquihue, Chiloé y Palena;24;Chiloé;33
554;10208;10208;10208;Quellón;10208;10208;10208;Chiloe;10208;102;Chiloe;102;Chiloe;102;De Los Lagos;10;De Los Lagos;10; Llanquihue, Chiloé y Palena;24;Chiloé;33
547;10209;10209;10209;Quemchi;10209;10209;10209;Chiloe;10209;102;Chiloe;102;Chiloe;102;De Los Lagos;10;De Los Lagos;10; Llanquihue, Chiloé y Palena;24;Chiloé;33
550;10210;10210;10210;Quinchao;10210;10210;10210;Chiloe;10210;102;Chiloe;102;Chiloe;102;De Los Lagos;10;De Los Lagos;10; Llanquihue, Chiloé y Palena;24;Chiloé;33
525;10301;10301;10301;Osorno;10301;10301;10301;Osorno  ;10301;103;Osorno  ;103;Osorno  ;103;De Los Lagos;10;De Los Lagos;10;Osorno;23;Osorno;23
528;10302;10302;10302;Puerto Octay;10302;10302;10302;Osorno  ;10302;103;Osorno  ;103;Osorno  ;103;De Los Lagos;10;De Los Lagos;10;Osorno;23;Osorno;23
529;10303;10303;10303;Purranque;10303;10303;10303;Osorno  ;10303;103;Osorno  ;103;Osorno  ;103;De Los Lagos;10;De Los Lagos;10;Osorno;23;Osorno;23
527;10304;10304;10304;Puyehue;10304;10304;10304;Osorno  ;10304;103;Osorno  ;103;Osorno  ;103;De Los Lagos;10;De Los Lagos;10;Osorno;23;Osorno;23
530;10305;10305;10305;Río Negro;10305;10305;10305;Osorno  ;10305;103;Osorno  ;103;Osorno  ;103;De Los Lagos;10;De Los Lagos;10;Osorno;23;Osorno;23
531;10306;10306;10306;San Juan de la Costa;10306;10306;10306;Osorno  ;10306;103;Osorno  ;103;Osorno  ;103;De Los Lagos;10;De Los Lagos;10;Osorno;23;Osorno;23
526;10307;10307;10307;San Pablo;10307;10307;10307;Osorno  ;10307;103;Osorno  ;103;Osorno  ;103;De Los Lagos;10;De Los Lagos;10;Osorno;23;Osorno;23
560;10401;10401;10401;Chaitén;10401;10401;10401;Palena;10401;104;Palena;104;Palena;104;De Los Lagos;10;De Los Lagos;10; Llanquihue, Chiloé y Palena;24;Del Reloncaví;24
562;10402;10402;10402;Futaleufú;10402;10402;10402;Palena;10402;104;Palena;104;Palena;104;De Los Lagos;10;De Los Lagos;10; Llanquihue, Chiloé y Palena;24;Del Reloncaví;24
561;10403;10403;10403;Hualaihué;10403;10403;10403;Palena;10403;104;Palena;104;Palena;104;De Los Lagos;10;De Los Lagos;10; Llanquihue, Chiloé y Palena;24;Del Reloncaví;24
563;10404;10404;10404;Palena;10404;10404;10404;Palena;10404;104;Palena;104;Palena;104;De Los Lagos;10;De Los Lagos;10; Llanquihue, Chiloé y Palena;24;Del Reloncaví;24
565;11101;11101;11101;Coihaique;11101;11101;11101;Coihaique  ;11101;111;Coihaique  ;111;Coihaique  ;111;De Aisén del Gral. C. Ibáñez del Campo;11;De Aisén del Gral. C. Ibáñez del Campo;11;Aisén;25;Aisén;25
566;11102;11102;11102;Lago Verde;11102;11102;11102;Coihaique  ;11102;111;Coihaique  ;111;Coihaique  ;111;De Aisén del Gral. C. Ibáñez del Campo;11;De Aisén del Gral. C. Ibáñez del Campo;11;Aisén;25;Aisén;25
570;11201;11201;11201;Aisén;11201;11201;11201;Aisén  ;11201;112;Aisén  ;112;Aisén  ;112;De Aisén del Gral. C. Ibáñez del Campo;11;De Aisén del Gral. C. Ibáñez del Campo;11;Aisén;25;Aisén;25
